DATE,CHNCPIALLMINMEI
1999-02-01,71.3599881532951
1999-03-01,71.003465958803
1999-04-01,70.6560699850882
1999-05-01,69.9530085670137
1999-06-01,69.0421577638237
1999-07-01,68.6292647925274
1999-08-01,69.1756459164445
1999-09-01,70.7784760465637
1999-10-01,70.7782639727233
1999-11-01,70.0799146803771
1999-12-01,70.011768521202
2000-01-01,70.9364823306464
2000-02-01,71.8595080041391
2000-03-01,70.8614596243559
2000-04-01,70.4441018293844
2000-05-01,70.0229612289352
2000-06-01,69.3873681792238
2000-07-01,68.9724115392286
2000-08-01,69.3831724990934
2000-09-01,70.7784760465637
2000-10-01,70.7782639727233
2000-11-01,70.9909536022228
2000-12-01,71.0619447918541
2001-01-01,71.7877206569012
2001-02-01,71.8595080041391
2001-03-01,71.4283513182603
2001-04-01,71.5712080617615
2001-05-01,71.2133514225731
2001-06-01,70.3587917804267
2001-07-01,70.0069972120764
2001-08-01,70.0770048300096
2001-09-01,70.707697635337
2001-10-01,70.9198207951766
2001-11-01,70.7779807378934
2001-12-01,70.84875914912
2002-01-01,71.0613050475118
2002-02-01,71.8429796313132
2002-03-01,70.909021234297
2002-04-01,70.6962935583278
2002-05-01,70.4842049221366
2002-06-01,69.8498469735619
2002-07-01,69.3608984047793
2002-08-01,69.5689808886243
2002-09-01,70.2646704509131
2002-10-01,70.4052000186846
2002-11-01,70.3347950265124
2002-12-01,70.5457993383172
2003-01-01,71.3218028844412
2003-02-01,71.9636989659655
2003-03-01,71.5319173315938
2003-04-01,71.3888534462019
2003-05-01,70.8891313854171
2003-06-01,70.038461642515
2003-07-01,69.6882692532775
2003-08-01,70.176086996433
2003-09-01,71.0182005110391
2003-10-01,71.6573642923879
2003-11-01,72.3739378437184
2003-12-01,72.8081812255923
2004-01-01,73.609071390283
2004-02-01,73.4618533940518
2004-03-01,73.6822389788937
2004-04-01,74.0506499906014
2004-05-01,73.9765995829809
2004-06-01,73.4587631752354
2004-07-01,73.3118453233762
2004-08-01,73.8250287887908
2004-09-01,74.6371039110078
2004-10-01,74.6371039110078
2004-11-01,74.4131926866407
2004-12-01,74.4876059448519
2005-01-01,74.9345314832911
2005-02-01,76.2833528132567
2005-03-01,75.596802858466
2005-04-01,75.3700120799944
2005-05-01,75.2192719670593
2005-06-01,74.6175184338854
2005-07-01,74.6175184338854
2005-08-01,74.7667528930105
2005-09-01,75.2901201301471
2005-10-01,75.5912811884104
2005-11-01,75.3645073194808
2005-12-01,75.6659649992949
2006-01-01,76.6496226541977
2006-02-01,77.0328703799584
2006-03-01,76.3395749270034
2006-04-01,76.4922540007645
2006-05-01,76.415761573441
2006-06-01,76.0336827197771
2006-07-01,75.8055821563579
2006-08-01,76.0329985878868
2006-09-01,76.4131638450378
2006-10-01,76.4895766566007
2006-11-01,76.7190454838004
2006-12-01,77.7931121191645
2007-01-01,78.3376641942791
2007-02-01,79.1210403007531
2007-03-01,78.8836775356557
2007-04-01,78.8047938172554
2007-05-01,79.0412082388673
2007-06-01,79.3573729929116
2007-07-01,80.0715890722494
2007-08-01,81.0324484370334
2007-09-01,81.275545650591
2007-10-01,81.5193727927154
2007-11-01,82.0900078364993
2007-12-01,82.9109083305572
2008-01-01,83.9058390135181
2008-02-01,86.0873911759243
2008-03-01,85.4847787789252
2008-04-01,85.5702635598179
2008-05-01,85.2279827225844
2008-06-01,85.05752678814
2008-07-01,85.1425846030949
2008-08-01,85.0574415358653
2008-09-01,85.0574415358653
2008-10-01,84.8022695001291
2008-11-01,84.1238516259538
2008-12-01,83.9556037958803
2009-01-01,84.7112038657835
2009-02-01,84.7112038657835
2009-03-01,84.4570703577571
2009-04-01,84.2881560098997
2009-05-01,84.0352921266583
2009-06-01,83.615115370108
2009-07-01,83.615115370108
2009-08-01,84.0331909751412
2009-09-01,84.369314766275
2009-10-01,84.2870216614513
2009-11-01,84.5406647927572
2009-12-01,85.3861418971102
2010-01-01,85.8934281597219
2010-02-01,86.9291376125542
2010-03-01,86.3161667118984
2010-04-01,86.4923077753052
2010-05-01,86.4077600648699
2010-06-01,85.8863825171856
2010-07-01,86.2316190014631
2010-08-01,86.7459509066111
2010-09-01,87.2673284542954
2010-10-01,87.8802993549513
2010-11-01,88.8455523824209
2010-12-01,89.2894278622062
2011-01-01,90.1842244643131
2011-02-01,91.3371684719566
2011-03-01,91.1538313006241
2011-04-01,91.2454998862904
2011-05-01,91.3371684719566
2011-06-01,91.6121742289555
2011-07-01,92.0140493085165
2011-08-01,92.2754528576884
2011-09-01,92.7111254396416
2011-10-01,92.7982599560323
2011-11-01,92.623990923251
2011-12-01,92.8853944724229
2012-01-01,94.2795467346732
2012-02-01,94.1924122182826
2012-03-01,94.3666812510638
2012-04-01,94.2795467346732
2012-05-01,94.0181431855013
2012-06-01,93.4953360871574
2012-07-01,93.5824706035481
2012-08-01,94.1929974869449
2012-09-01,94.482106103277
2012-10-01,94.3833860879441
2012-11-01,94.5409502838451
2012-12-01,95.2366090776072
2013-01-01,96.1885520826033
2013-02-01,97.2462665325989
2013-03-01,96.3718892539359
2013-04-01,96.5624188835284
2013-05-01,95.9840606222708
2013-06-01,95.9840606222708
2013-07-01,96.0789728655838
2013-08-01,96.5622778549351
2013-09-01,97.3318708887519
2013-10-01,97.4296037039315
2013-11-01,97.3318003744553
2013-12-01,97.6238000769507
2014-01-01,98.6
2014-02-01,99.1
2014-03-01,98.6
2014-04-01,98.2
2014-05-01,98.3
2014-06-01,98.2
2014-07-01,98.2
2014-08-01,98.4
2014-09-01,98.9
2014-10-01,98.9
2014-11-01,98.6
2014-12-01,99.0
2015-01-01,99.3
2015-02-01,100.5
2015-03-01,99.9
2015-04-01,99.7
2015-05-01,99.5
2015-06-01,99.5
2015-07-01,99.9
2015-08-01,100.4
2015-09-01,100.5
2015-10-01,100.1
2015-11-01,100.1
2015-12-01,100.6
2016-01-01,101.1
2016-02-01,102.7
2016-03-01,102.2
2016-04-01,102.0
2016-05-01,101.6
2016-06-01,101.4
2016-07-01,101.6
2016-08-01,101.7
2016-09-01,102.4
2016-10-01,102.3
2016-11-01,102.4
2016-12-01,102.6
2017-01-01,103.7
2017-02-01,103.5
2017-03-01,103.2
2017-04-01,103.2
2017-05-01,103.3
2017-06-01,103.1
2017-07-01,103.0
2017-08-01,103.5
2017-09-01,104.1
2017-10-01,104.2
2017-11-01,104.2
2017-12-01,104.5
2018-01-01,105.2
2018-02-01,106.5
2018-03-01,105.3
2018-04-01,105.1
2018-05-01,104.9
2018-06-01,104.9
2018-07-01,105.2
2018-08-01,105.9
2018-09-01,106.6
2018-10-01,106.8
2018-11-01,106.4
2018-12-01,106.5
2019-01-01,107.0
2019-02-01,108.1
2019-03-01,107.7
2019-04-01,107.8
2019-05-01,107.8
2019-06-01,107.7
2019-07-01,108.1
2019-08-01,108.9
2019-09-01,109.8
2019-10-01,110.8
2019-11-01,111.2
2019-12-01,111.2
2020-01-01,112.8
2020-02-01,113.7
2020-03-01,112.3
2020-04-01,111.3
2020-05-01,110.4
2020-06-01,110.4
2020-07-01,110.0
2020-08-01,111.5
2020-09-01,111.7
2020-10-01,111.4
2020-11-01,110.7
2020-12-01,111.5
2021-01-01,112.55
2021-02-01,113.219276511397
2021-03-01,112.661546085233
2021-04-01,112.326907829534
2021-05-01,112.215361744301
2021-06-01,111.76917740337
2021-07-01,112.103815659068
2021-08-01,112.215361744301
2021-09-01,112.215361744301
2021-10-01,112.996184340932
2021-11-01,113.442368681863
2021-12-01,113.107730426165
2022-01-01,113.665460852329
2022-02-01,114.334737363726
2022-03-01,114.334737363726
2022-04-01,114.780921704658
2022-05-01,114.557829534192
2022-06-01,114.557829534192
2022-07-01,115.115559960357
2022-08-01,115.004013875124
2022-09-01,115.338652130823
2022-10-01,115.450198216056
2022-11-01,115.22710604559
2022-12-01,115.115559960357
2023-01-01,116.00792864222
2023-02-01,115.450198216056
2023-03-01,115.115559960357
2023-04-01,114.892467789891
2023-05-01,114.780921704658
2023-06-01,114.557829534192
2023-07-01,114.780921704658
2023-08-01,115.115559960357
2023-09-01,115.338652130823
2023-10-01,115.22710604559
2023-11-01,114.669375619425
